DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,LOCATION,Cross Street,LAT,LON,Day of Week,Amount,Damage
2023-03-19,1415,16,Foothill,310,BURGLARY,84,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,9400    TREBERT                      PL,NO CROSS STREET,34.2389,-118.2727,7,10000.0,1
2021-04-08,1430,14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,101.0,STREET,999.0,NO WEAPON,3500 S  SEPULVEDA                    BL,NO CROSS STREET,34.0188,-118.4218,4,950.0,1
2021-03-10,2330,1,Central,480,BIKE - STOLEN,23,M,H,707.0,GARAGE/CARPORT,999.0,NO WEAPON,900 W  COLLEGE                      ST,NO CROSS STREET,34.0665,-118.2446,3,2000.0,1
2022-07-27,1300,5,Harbor,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,600 W  SEPULVEDA                    ST,NO CROSS STREET,33.7451,-118.2901,3,20000.0,1
2020-12-20,1650,5,Harbor,761,BRANDISH WEAPON,26,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311.0,HAMMER,500 N  AVALON                       BL,NO CROSS STREET,33.7739,-118.2678,7,0.0,0
2020-11-24,1640,5,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AVERILL PARK                 DR,WEYMOUTH,33.734,-118.3096,2,0.0,0
2022-08-11,820,13,Newton,440,THEFT PLAIN - PETTY ($950 & UNDER),0,F,H,102.0,SIDEWALK,999.0,NO WEAPON,CENTRAL                      AV,GAGE,33.9823,-118.2565,4,950.0,1
2023-06-01,905,12,77th Street,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,5800 S  VERMONT                      AV,NO CROSS STREET,33.9856,-118.2915,4,950.0,1
2021-10-28,230,11,Northeast,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,5600 N  FIGUEROA                     ST,NO CROSS STREET,34.109,-118.194,4,20000.0,1
2022-12-23,100,13,Newton,310,BURGLARY,31,M,H,221.0,PUBLIC STORAGE,999.0,NO WEAPON,1700 S  SAN PEDRO                    ST,NO CROSS STREET,34.0273,-118.2577,5,399.0,1
2020-01-06,1300,13,Newton,440,THEFT PLAIN - PETTY ($950 & UNDER),60,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,1200 E  7TH                          ST,NO CROSS STREET,34.0375,-118.2423,1,950.0,1
2022-03-20,1630,18,Southeast,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,1600 E  103RD                        ST,NO CROSS STREET,33.9432,-118.2462,7,20000.0,1
2022-12-06,1920,7,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,60,F,X,102.0,SIDEWALK,511.0,VERBAL THREAT,7700    MELROSE                      AV,NO CROSS STREET,34.0837,-118.3574,2,0.0,0
2021-07-02,130,9,Van Nuys,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,15200    SHERMAN                      WY,NO CROSS STREET,34.2011,-118.4642,5,950.0,1
2023-05-19,600,9,Van Nuys,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,104.0,DRIVEWAY,999.0,NO WEAPON,15000    OTSEGO                       ST,NO CROSS STREET,34.163,-118.4596,5,950.0,1
2021-03-10,900,5,Harbor,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53,F,X,108.0,PARKING LOT,999.0,NO WEAPON,1500 W  190TH                        ST,NO CROSS STREET,33.8584,-118.3055,3,20000.0,1
2020-09-27,1,9,Van Nuys,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,5700    HAZELTINE                    AV,NO CROSS STREET,34.1747,-118.4442,7,20000.0,1
2022-07-19,115,9,Van Nuys,310,BURGLARY,39,M,B,108.0,PARKING LOT,999.0,NO WEAPON,14900    MAGNOLIA                     BL,NO CROSS STREET,34.1684,-118.4586,2,10000.0,1
2022-09-28,2000,5,Harbor,624,BATTERY - SIMPLE ASSAULT,29,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1000    254TH                        ST,NO CROSS STREET,33.7938,-118.2938,3,0.0,0
2023-05-03,1930,11,Northeast,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,F,K,109.0,PARK/PLAYGROUND,999.0,NO WEAPON,WESTERN CANYON               RD,LOS ANGELES,34.1374,-118.2941,3,20000.0,1
2021-01-25,400,14,Pacific,510,VEHICLE - STOLEN,0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,6500 S  SEPULVEDA                    BL,NO CROSS STREET,33.975,-118.4002,1,20000.0,1
2020-09-09,1950,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,F,H,101.0,STREET,101.0,REVOLVER,62ND                         ST,SAN PEDRO                    ST,33.9833,-118.2696,3,0.0,0
2020-04-21,1340,19,Mission,901,VIOLATION OF RESTRAINING ORDER,23,F,H,101.0,STREET,999.0,NO WEAPON,NOBLE,COMMUNITY,34.2236,-118.4611,2,0.0,0
2022-02-05,750,1,Central,310,BURGLARY,0,X,X,120.0,STORAGE SHED,999.0,NO WEAPON,800 N  ALAMEDA                      ST,NO CROSS STREET,34.0561,-118.2375,6,10000.0,1
2020-01-02,1300,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",49TH                         ST,BUDLONG,33.9987,-118.2959,4,0.0,0
2021-03-20,1000,15,N Hollywood,903,CONTEMPT OF COURT,63,M,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,7300    WOODROW WILSON               DR,NO CROSS STREET,34.1228,-118.3518,6,0.0,0
2021-09-27,2000,10,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,108.0,PARKING LOT,102.0,HAND GUN,18500    SHERMAN                      WY,NO CROSS STREET,34.2012,-118.5392,1,0.0,0
2022-05-18,920,8,West LA,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,2200    WESTWOOD                     BL,NO CROSS STREET,34.0439,-118.4317,3,900.0,1
2022-05-11,940,15,N Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),27,F,X,101.0,STREET,999.0,NO WEAPON,PEACH GROVE                  ST,BAKMAN                       AV,34.1591,-118.3774,3,950.0,1
2023-05-23,111,9,Van Nuys,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),30,M,H,403.0,DRUG STORE,999.0,NO WEAPON,7100    VAN NUYS                     BL,NO CROSS STREET,34.1994,-118.4488,2,950.0,1
2021-11-30,1200,18,Southeast,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,400 E  120TH                        ST,NO CROSS STREET,33.9237,-118.2672,2,20000.0,1
2021-10-09,1000,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),75,F,F,203.0,OTHER BUSINESS,999.0,NO WEAPON,6100 N  SEPULVEDA                    BL,NO CROSS STREET,34.1807,-118.4662,6,950.0,1
2022-08-14,220,6,Hollywood,946,OTHER MISCELLANEOUS CRIME,47,M,W,101.0,STREET,999.0,NO WEAPON,1500 N  KINGSLEY                     DR,NO CROSS STREET,34.0981,-118.3033,7,0.0,0
2021-07-14,2045,17,Devonshire,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,9300    TAMPA                        AV,NO CROSS STREET,34.244,-118.5583,3,20000.0,1
2022-11-15,900,7,Wilshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,M,W,101.0,STREET,999.0,NO WEAPON,1600 S  HAYWORTH                     AV,NO CROSS STREET,34.0478,-118.3686,2,20000.0,1
2021-04-12,2200,15,N Hollywood,510,VEHICLE - STOLEN,0,X,X,103.0,ALLEY,999.0,NO WEAPON,6700    WHITSETT                     AV,NO CROSS STREET,34.1921,-118.4052,1,20000.0,1
2022-04-08,1100,7,Wilshire,354,THEFT OF IDENTITY,39,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,100 N  HARPER                       AV,NO CROSS STREET,34.0743,-118.369,5,0.0,0
2023-04-22,1215,11,Northeast,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,4500    HOLLYWOOD                    BL,NO CROSS STREET,34.0984,-118.2874,6,20000.0,1
2022-05-01,1900,18,Southeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,51,F,B,411.0,PET STORE,511.0,VERBAL THREAT,100 E  118TH                        PL,NO CROSS STREET,33.9256,-118.2739,7,0.0,0
2023-03-27,2150,17,Devonshire,624,BATTERY - SIMPLE ASSAULT,47,M,X,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",18500    DEVONSHIRE                   ST,NO CROSS STREET,34.2609,-118.5346,1,0.0,0
2020-07-31,1300,13,Newton,121,"RAPE, FORCIBLE",64,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5100 S  CENTRAL                      AV,NO CROSS STREET,33.997,-118.2565,5,0.0,0
2020-06-21,2300,8,West LA,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",38,M,W,707.0,GARAGE/CARPORT,999.0,NO WEAPON,SHERBOURNE                   DR,AIRDROME                     ST,34.0479,-118.3804,7,20000.0,1
2023-03-15,1430,16,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10600    ROSCOE                       BL,NO CROSS STREET,34.2214,-118.3652,3,0.0,0
2021-10-05,130,20,Olympic,310,BURGLARY,41,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,3000 W  15TH                         ST,NO CROSS STREET,34.0453,-118.309,2,10000.0,1
2020-12-24,1200,21,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),35,F,X,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",21200    OXNARD                       ST,NO CROSS STREET,34.1837,-118.5846,4,950.0,1
2022-11-18,1500,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,66,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12600 S  FIGUEROA                     ST,NO CROSS STREET,33.9188,-118.283,5,0.0,0
2021-11-23,1230,15,N Hollywood,330,BURGLARY FROM VEHICLE,42,M,H,101.0,STREET,999.0,NO WEAPON,4100    ELMER                        AV,NO CROSS STREET,34.143,-118.3768,2,2000.0,1
2020-02-05,1000,11,Northeast,649,DOCUMENT FORGERY / STOLEN FELONY,22,M,H,602.0,BANK,999.0,NO WEAPON,300 S  AVENUE 56,NO CROSS STREET,34.1053,-118.1934,3,0.0,0
2020-02-20,1730,12,77th Street,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,101.0,STREET,999.0,NO WEAPON,2000 W  73RD                         ST,NO CROSS STREET,33.9737,-118.3134,4,20000.0,1
2023-05-13,1930,10,West Valley,354,THEFT OF IDENTITY,50,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,7700    NESTLE                       AV,NO CROSS STREET,34.2105,-118.5307,6,0.0,0
2020-05-11,2252,7,Wilshire,310,BURGLARY,49,M,W,707.0,GARAGE/CARPORT,999.0,NO WEAPON,700 S  OGDEN                        DR,NO CROSS STREET,34.0627,-118.3593,1,10000.0,1
2021-03-17,1600,12,77th Street,310,BURGLARY,55,F,H,120.0,STORAGE SHED,999.0,NO WEAPON,800 E  82ND                         ST,NO CROSS STREET,33.9647,-118.2608,3,10000.0,1
2023-04-17,2000,10,West Valley,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,F,W,203.0,OTHER BUSINESS,999.0,NO WEAPON,18500    SHERMAN                      WY,NO CROSS STREET,34.2011,-118.536,1,399.0,1
2021-07-01,400,6,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),31,M,H,911.0,MTA - RED LINE - HOLLYWOOD/HIGHLAND,999.0,NO WEAPON,6800    HOLLYWOOD                    BL,NO CROSS STREET,34.1016,-118.3391,4,950.0,1
2021-10-20,20,19,Mission,624,BATTERY - SIMPLE ASSAULT,56,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",9700    VENA                         AV,NO CROSS STREET,34.2461,-118.4261,3,0.0,0
2020-08-08,1120,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),38,F,H,102.0,SIDEWALK,999.0,NO WEAPON,2600 S  SEPULVEDA                    BL,NO CROSS STREET,34.0322,-118.4318,6,950.0,1
2023-05-06,30,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,75TH                         ST,FIGUEROA                     ST,33.9717,-118.2827,6,0.0,0
2020-01-05,1225,9,Van Nuys,625,OTHER ASSAULT,21,F,H,248.0,CELL PHONE STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",14000    RIVERSIDE                    DR,NO CROSS STREET,34.1576,-118.438,7,0.0,0
2021-09-19,1900,6,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,1500 N  CAHUENGA                     BL,NO CROSS STREET,34.098,-118.3295,7,900.0,1
2020-02-02,1140,4,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,HUNTINGTON D,EASTERN                      AV,34.0802,-118.1848,7,0.0,0
2020-12-07,300,19,Mission,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,27,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,9600    NATICK                       AV,NO CROSS STREET,34.2448,-118.4556,1,0.0,0
2021-06-30,1045,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",9800 S  HOOVER                       ST,NO CROSS STREET,0.0,0.0,3,0.0,0
2022-10-28,300,20,Olympic,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,3300    WILSHIRE                     BL,NO CROSS STREET,34.0618,-118.2985,5,0.0,0
2020-06-09,1700,8,West LA,330,BURGLARY FROM VEHICLE,25,F,X,707.0,GARAGE/CARPORT,999.0,NO WEAPON,8600    WHITWORTH                    DR,NO CROSS STREET,34.0572,-118.3783,2,2000.0,1
2022-12-22,1550,11,Northeast,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,5000 W  SUNSET                       BL,NO CROSS STREET,34.0981,-118.2983,4,20000.0,1
2020-07-31,850,2,Rampart,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),30,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,3300    LARISSA                      DR,NO CROSS STREET,34.0861,-118.2762,5,399.0,1
2021-06-10,1510,3,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,2000 W  36TH                         PL,NO CROSS STREET,0.0,0.0,4,399.0,1
2021-10-14,1415,12,77th Street,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,F,X,222.0,LAUNDROMAT,999.0,NO WEAPON,4700 S  NORMANDIE                    AV,NO CROSS STREET,34.0001,-118.3002,4,20000.0,1
2020-05-20,1600,8,West LA,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,707.0,GARAGE/CARPORT,999.0,NO WEAPON,11600    IDAHO                        AV,NO CROSS STREET,34.0437,-118.4531,3,950.0,1
2022-04-14,115,5,Harbor,954,CONTRIBUTING,12,F,W,401.0,MINI-MART,999.0,NO WEAPON,1500 N  GAFFEY                       ST,NO CROSS STREET,33.7578,-118.2923,4,0.0,0
2023-04-26,1230,8,West LA,624,BATTERY - SIMPLE ASSAULT,11,F,H,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1600    SELBY                        AV,NO CROSS STREET,34.0546,-118.4372,3,0.0,0
2022-06-04,1245,1,Central,624,BATTERY - SIMPLE ASSAULT,60,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",OLYMPIC,FRANCISCO,34.0454,-118.2658,6,0.0,0
2023-06-12,1905,3,Southwest,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),22,X,X,404.0,DEPARTMENT STORE,999.0,NO WEAPON,4300 S  FIGUEROA                     ST,NO CROSS STREET,34.0054,-118.2827,1,20000.0,1
2020-06-23,900,13,Newton,624,BATTERY - SIMPLE ASSAULT,22,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5000 S  BROADWAY,NO CROSS STREET,33.997,-118.2783,2,0.0,0
2020-07-07,1430,10,West Valley,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,19500    KITTRIDGE                    ST,NO CROSS STREET,34.1909,-118.5579,2,20000.0,1
2023-02-08,1945,13,Newton,624,BATTERY - SIMPLE ASSAULT,31,F,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 E  49TH                         ST,NO CROSS STREET,33.9986,-118.2652,3,0.0,0
2022-05-14,1900,12,77th Street,330,BURGLARY FROM VEHICLE,33,F,H,108.0,PARKING LOT,999.0,NO WEAPON,8200 S  SAN PEDRO                    ST,NO CROSS STREET,33.9647,-118.2695,6,2000.0,1
2023-05-16,1430,19,Mission,624,BATTERY - SIMPLE ASSAULT,33,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",14100    WEIDNER                      ST,NO CROSS STREET,34.2601,-118.4405,2,0.0,0
2023-05-08,1430,11,Northeast,888,TRESPASSING,43,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,2900 W  AVENUE 35,NO CROSS STREET,34.1173,-118.2371,1,0.0,0
2021-10-05,1000,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),54,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,800 S  NORMANDIE                    AV,NO CROSS STREET,34.0561,-118.302,2,950.0,1
2022-03-12,1030,21,Topanga,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5900    ROD                          AV,NO CROSS STREET,34.1774,-118.663,6,0.0,0
2021-07-02,200,7,Wilshire,310,BURGLARY,32,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,2100    CRENSHAW                     BL,NO CROSS STREET,34.0391,-118.3314,5,10000.0,1
2023-06-07,1845,15,N Hollywood,330,BURGLARY FROM VEHICLE,30,F,X,108.0,PARKING LOT,999.0,NO WEAPON,8400    MULHOLLAND                   DR,NO CROSS STREET,34.1325,-118.3974,3,2000.0,1
2022-07-01,1930,17,Devonshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,501.0,SINGLE FAMILY DWELLING,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,20700    KINGSBURY                    ST,NO CROSS STREET,34.2636,-118.5842,5,0.0,0
2020-12-11,1230,17,Devonshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,9300    OSO                          AV,NO CROSS STREET,34.2392,-118.5754,5,900.0,1
2021-10-04,1010,12,77th Street,310,BURGLARY,49,M,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,200 E  80TH                         ST,NO CROSS STREET,33.967,-118.2717,1,10000.0,1
2020-01-06,1730,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,F,W,717.0,HEALTH SPA/GYM,999.0,NO WEAPON,6100    SEPULVEDA                    BL,NO CROSS STREET,34.1841,-118.4693,1,900.0,1
2021-08-06,1330,12,77th Street,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,M,B,108.0,PARKING LOT,999.0,NO WEAPON,W  CENTURY                      BL,S  WESTERN                      AV,33.9455,-118.309,5,20000.0,1
2022-09-04,158,2,Rampart,761,BRANDISH WEAPON,35,M,B,403.0,DRUG STORE,212.0,BOTTLE,1000 W  SUNSET                       BL,NO CROSS STREET,34.064,-118.2478,7,0.0,0
2020-11-26,226,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),24,M,W,707.0,GARAGE/CARPORT,500.0,UNKNOWN WEAPON/OTHER WEAPON,1200 S  BUNDY                        DR,NO CROSS STREET,34.0438,-118.4671,4,950.0,1
2022-03-06,1400,7,Wilshire,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,800 N  MARTEL                       AV,NO CROSS STREET,34.0853,-118.3512,7,20000.0,1
2021-09-11,1800,10,West Valley,624,BATTERY - SIMPLE ASSAULT,45,M,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4200    LANAI                        RD,NO CROSS STREET,34.1482,-118.4925,6,0.0,0
2020-06-06,530,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),41,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,3400    SAN MARINO                   ST,NO CROSS STREET,34.0545,-118.3063,6,950.0,1
2020-04-06,1,12,77th Street,761,BRANDISH WEAPON,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,500 W  74TH                         ST,NO CROSS STREET,33.9727,-118.2827,1,0.0,0
2022-12-27,1200,2,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",300 S  ALVARADO                     ST,NO CROSS STREET,34.061,-118.2775,2,0.0,0
2020-01-06,2000,19,Mission,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44,F,H,707.0,GARAGE/CARPORT,999.0,NO WEAPON,8900    BURNET                       AV,NO CROSS STREET,34.2319,-118.4633,1,950.0,1
2022-11-15,2000,8,West LA,310,BURGLARY,59,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,11700    KIOWA                        AV,NO CROSS STREET,34.0511,-118.4626,2,10000.0,1
2020-04-11,1200,11,Northeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,75,F,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4400    EAGLE ROCK                   BL,NO CROSS STREET,34.1241,-118.2208,6,0.0,0
2023-04-19,100,6,Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22,M,W,101.0,STREET,999.0,NO WEAPON,7900 W  SUNSET                       BL,NO CROSS STREET,34.0981,-118.3615,3,20000.0,1
2020-02-22,310,3,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,29,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,2600    MANHATTEN                    PL,NO CROSS STREET,34.034,-118.3133,6,0.0,0
2022-03-13,1600,10,West Valley,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,8100    ANDASOL                      AV,NO CROSS STREET,34.2171,-118.5118,7,20000.0,1
2022-05-11,1807,10,West Valley,860,BATTERY WITH SEXUAL CONTACT,15,F,H,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6000    RESEDA                       BL,NO CROSS STREET,34.1769,-118.5384,3,0.0,0
2023-01-01,1200,19,Mission,354,THEFT OF IDENTITY,69,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,14100    HUBBARD                      ST,NO CROSS STREET,34.2995,-118.4392,7,0.0,0
2020-02-20,1045,13,Newton,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,3500 S  HOPE                         ST,NO CROSS STREET,34.0193,-118.2785,4,0.0,0
2023-04-17,1330,18,Southeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,101.0,STREET,999.0,NO WEAPON,9500 S  MAIN                         ST,NO CROSS STREET,33.9501,-118.2739,1,950.0,1
2021-12-29,845,15,N Hollywood,888,TRESPASSING,32,M,B,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,3200    DOS PALOS                    DR,NO CROSS STREET,34.1271,-118.3479,3,0.0,0
2021-08-16,1645,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,101.0,STREET,999.0,NO WEAPON,200 E  6TH                          ST,NO CROSS STREET,34.0437,-118.2455,1,900.0,1
2021-08-26,2100,21,Topanga,320,"BURGLARY, ATTEMPTED",70,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,4900    BASCULE                      AV,NO CROSS STREET,34.1596,-118.5863,4,0.0,0
2022-07-02,820,5,Harbor,354,THEFT OF IDENTITY,19,F,H,602.0,BANK,999.0,NO WEAPON,1500 E  O                            ST,NO CROSS STREET,33.7926,-118.2455,6,0.0,0
2020-01-02,1813,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),0,X,X,514.0,GROUP HOME,999.0,NO WEAPON,2200 W  15TH                         ST,NO CROSS STREET,34.0453,-118.2864,4,950.0,1
